# HomeWork05 - Legendre polynomial stability
# Columns:
# x l P_reference P_forward P_backward abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.10000000000000001 10 -1.221249973871093624566e-01 -1.221249973871093297273e-01 6.839743637326529679399e-01 3.272935308190616510160e-17 2.679988027198176262079e-16 8.060993611197623304101e-01 6.600609034730250803368e+00
0.10000000000000001 11 -2.154853557156640687042e-01 -2.154853557156640730952e-01 -6.424957266355137974756e-01 4.391018798566292957730e-18 2.037734204249268560376e-17 4.270103709198497287714e-01 1.981621300907778934395e+00
0.10000000000000001 12 7.064655442601463345879e-02 7.064655442601459889307e-02 -7.501215143600720169914e-01 3.456572051155348823670e-17 4.892768061003288147028e-16 8.207680687860866504705e-01 1.161794903452290611372e+01
0.10000000000000001 13 2.124954349733081090717e-01 2.124954349733081115925e-01 4.488188410558450747168e-01 2.520770051028797809067e-18 1.186270213920329987664e-17 2.363234060825369656450e-01 1.112134037666371167330e+00
0.10000000000000001 14 -2.461910950787559347306e-02 -2.461910950787556465191e-02 7.830993255379798956284e-01 2.882114306327482333714e-17 1.170681784979063093791e-15 8.077184350458554891201e-01 3.280859670360815930762e+01
0.10000000000000001 15 -2.030887671466101834761e-01 -2.030887671466101995765e-01 -2.674983820481126040036e-01 1.610040226140974084501e-17 7.927766014644634946948e-17 6.440961490150242052749e-02 3.171500610617474076537e-01
0.10000000000000001 16 -1.626803347102235634995e-02 -1.626803347102238200828e-02 -7.859834292136779199112e-01 2.565832203822726587106e-17 1.577223337038953213870e-15 7.697153957426555635443e-01 4.731459380838630571914e+01
0.10000000000000001 17 1.879844566994934798061e-01 1.879844566994934851323e-01 9.918992919792146700786e-02 5.326143172335040532062e-18 2.833289127116109974497e-17 8.879452750157201279828e-02 4.723503690707598156424e-01
0.10000000000000001 18 5.191678708086707076807e-02 5.191678708086709670422e-02 7.616046138236250984122e-01 2.593614884492667638227e-17 4.995715317384296137636e-16 7.096878267427580276204e-01 1.366971776657380576326e+01
0.10000000000000001 19 -1.679804267574565507438e-01 -1.679804267574565579402e-01 5.434307082025403162762e-02 7.196391919872535680724e-18 4.284065744316304485539e-17 2.223234975777105823714e-01 1.323508350759930279807e+00
